1981-2010 Mean,Mean DBO 1,Sample SD DBO 1,Mean DBO 2,Sample SD DBO 2,Mean DBO 3,Sample SD DBO 3,Mean DBO 4,Sample SD DBO 4,Mean DBO 5,Sample SD DBO 5,Mean DBO6,Sample SD DBO 6,Mean DBO 7,Sample SD DBO 7,Mean DBO 8 ,Sample SD DBO 8 
28-Nov,6.310564,5.979649,38.21489,4.006683,63.98874,6.936145,89.89573,4.008408,96.22583,1.507824,98.53561,0.356919,96.1065,0.868864,98.02037,0.890291
29-Nov,7.391744,6.154402,41.076,3.352167,65.97434,6.074129,90.73787,3.5878,96.67167,1.360784,98.85,0.32881,96.61217,0.822905,98.61,0.68343
30-Nov,8.35241,6.32742,44.958,3.313497,67.55177,4.877477,91.65827,3.547025,95.70292,1.831398,98.7193,0.415966,96.4695,1.015913,98.37963,0.750298
1-Dec,8.722872,6.828312,48.41,2.812794,70.46227,4.284291,92.61827,2.954931,94.935,1.932557,98.57544,0.469478,96.78683,0.829299,98.34852,0.769194
2-Dec,10.40097,6.356507,50.85378,2.995826,72.59167,3.921937,93.65733,1.855617,95.48042,1.418858,98.25088,0.357819,97.08983,0.572658,98.29778,0.633009
3-Dec,12.34785,6.920677,52.62022,3.297099,75.25227,3.944125,94.20507,2.004876,95.31042,1.772424,98.41,0.47288,97.43233,0.449439,98.69426,0.516811
4-Dec,13.70277,7.356422,55.19089,2.995041,77.98919,3.026681,94.336,2.806376,93.95625,2.470224,97.91386,0.372249,96.7845,0.54669,98.73167,0.597975
5-Dec,15.37826,7.766064,58.38644,2.887815,80.36091,2.773621,93.3956,3.5651,92.94667,3.409961,97.94246,0.722381,97.1465,0.546753,98.50389,0.680449
6-Dec,15.79241,7.655292,60.23711,2.741561,82.07167,2.269432,92.55347,3.774249,93.35584,3.188666,98.59491,0.399457,97.83184,0.30472,98.59297,0.792318
7-Dec,16.09174,8.23691,62.39489,2.116736,82.55561,2.101146,93.69133,3.327532,93.22542,3.286621,98.56369,0.395056,97.98067,0.443456,98.9437,0.647463
8-Dec,17.41656,7.745548,63.09311,1.755557,84.17015,2.447562,95.17853,3.132053,93.57625,3.099932,98.75105,0.376737,98.19683,0.39244,98.91611,0.620942
9-Dec,19.09856,7.291509,65.77889,2.290354,86.26424,2.802734,96.4884,2.64933,95.49458,2.349609,99.20456,0.278241,98.52267,0.387094,99.09685,0.499708
10-Dec,21.02354,7.794367,68.14556,2.147425,87.66934,2.407719,97.55053,2.256884,95.77667,2.117519,99.20667,0.357883,98.51133,0.222188,99.01944,0.580983
11-Dec,24.18262,8.612538,69.00489,2.450062,89.41743,1.742384,97.54187,2.000244,95.6125,2.077135,98.94702,0.315107,97.81333,0.340546,99.07,0.361529
12-Dec,26.46092,9.187284,70.94467,2.282016,90.38944,1.624814,97.18173,2.27063,95.39625,2.485113,98.60719,0.486703,97.97733,0.468771,98.86278,0.662964
13-Dec,28.72841,9.779548,73.31444,2.982208,91.74283,2.140782,97.43827,2.072701,95.02333,2.154063,98.93351,0.276587,98.21283,0.412198,99.06148,0.538353
14-Dec,30.53241,9.284195,75.54489,3.646595,92.56147,2.517868,97.88147,1.808418,95.73083,2.077839,99.03,0.314315,98.17417,0.456476,99.28944,0.317072
15-Dec,31.88103,8.644203,77.67022,3.284366,93.18086,2.247665,98.30373,1.332575,96.41792,1.775471,99.1179,0.27985,98.64233,0.365782,99.2687,0.389518
16-Dec,33.0999,8.348254,79.29533,2.643689,93.54727,2.357444,98.3716,1.422747,96.79792,1.727039,99.38509,0.19087,98.81033,0.367921,99.57963,0.303103
17-Dec,33.16021,9.19436,81.36933,3.051662,94.29546,2.08109,98.02533,1.819834,95.45167,2.256468,99.37193,0.190336,98.62183,0.394251,99.61185,0.416106
18-Dec,33.43887,9.74256,82.11178,3.337086,94.80111,1.767634,98.042,2.026155,95.21625,2.356551,99.24947,0.298499,98.67383,0.7899,99.33778,0.432246
19-Dec,34.89467,10.381919,81.68289,3.013943,95.16136,1.575087,97.68093,2.073222,94.82833,2.156733,98.97211,0.330042,98.68217,0.445508,99.01407,0.609398
20-Dec,36.29908,10.013292,80.55733,3.799999,95.19429,2.447726,97.56987,1.372101,95.08,2.306982,99.17421,0.407086,98.72283,0.482552,98.86222,0.737007
21-Dec,38.11415,9.842202,80.18778,4.795798,95.72121,2.694633,97.29947,1.497804,95.13042,2.261364,99.07298,0.293478,98.48117,0.443148,98.99815,0.506305
22-Dec,40.5441,9.566308,82.072,4.584531,96.07727,2.256519,97.48947,1.530503,96.02958,1.789749,99.11877,0.337057,98.792,0.220921,98.79352,0.644483
23-Dec,42.7418,9.613646,82.25489,3.238865,96.11182,1.7049,97.77267,1.591693,96.31792,1.563613,99.17912,0.273338,99.1265,0.266753,98.24426,0.707917
24-Dec,45.6678,9.751681,83.34845,3.151908,96.67217,1.202475,97.76094,1.430184,96.53417,1.392038,99.26561,0.246855,98.81633,0.325041,98.58093,0.834976
25-Dec,50.37564,9.5571,84.724,2.107082,96.88606,0.890073,97.8516,1.330291,97.09042,1.558701,99.28982,0.204793,98.71033,0.358914,98.95463,0.67915
26-Dec,53.98821,9.73851,86.18844,1.831522,97.25742,1.087361,98.13027,1.265286,96.925,1.487597,99.37439,0.239076,98.87483,0.262043,99.08222,0.538645
27-Dec,56.47339,9.297395,87.614,1.1223,97.53051,1.348425,98.3328,0.809599,96.54375,1.492913,99.16123,0.191611,98.849,0.327081,98.95,0.847202
28-Dec,57.72903,9.148728,88.09089,1.068518,97.74232,0.953927,98.43947,0.951087,96.75208,0.986643,99.15088,0.274386,99.03317,0.3678,98.85574,0.926602
29-Dec,59.14697,9.800788,88.39022,1.392356,97.86222,0.862954,98.23827,1.206348,96.09333,1.16275,99.30526,0.272528,99.11433,0.317006,99.1313,0.758614
30-Dec,60.84231,10.604944,89.20178,1.430127,98.08556,0.842463,97.7108,1.685486,95.30917,1.940631,99.23772,0.293736,98.39333,0.364377,99.15796,0.488961
31-Dec,62.76241,10.950657,90.64645,1.183224,98.33263,0.867521,97.60733,1.781021,95.27583,2.196465,99.27228,0.33055,97.98484,0.432673,99.27,0.506089
